;contractingProcedureType;publicationDate;ccp;objectBriefDescription;initialContractualPrice;signingDate;id;contractFundamentationType;closeDate;causesDeadlineChange;causesPriceChange;frameworkAgreementProcedureId;frameworkAgreementProcedureDescription;increments;documents;invitees;observations;totalEffectivePrice;endOfContractType;contractingProcedureUrl;ambientCriteria;directAwardFundamentationType;announcementId;contestants;cpvsType;cpvsDesignation;cpvsValue;cocontratantes;aquisitionStateMemberUE;infoAquisitionStateMemberUE;groupMembers;normal;specialMeasures;regime;executionDeadline;contractTypeCS;executionPlace;centralizedProcedure;cpvs;income;nonWrittenContractJustificationTypes;contractStatus;materialCriteria;contractTypes;description;contractingNif;contractingDescription;contractingId;contractedNif;contractedDescription;contractedId;links_documentos
576;Ajuste Direto Regime Geral;05-03-2026;False;Aquisição de Serviços de Logística para a participação da CIM do Tâmega e Sousa na BTL 2026;18.574,06 €;04-03-2026;13835375;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[{'description': 'Contrato n12_2026_Expurgado.pdf', 'id': 2466383}];[];;;;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/MTA1NjQxMQ;False;ausência de recursos próprios;-1;[{'nif': '509793002', 'description': 'BTRUST LDA ', 'id': 973321}];Principal;Serviços de organização de feiras e exposições;18574.06 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;5 dias;False;Portugal;False;79956000-0;False;;;False;Aquisição de serviços;Aquisição de Serviços de Logística para a participação da CIM do Tâmega e Sousa na BTL 2026;508889910;Comunidade Intermunicipal do Tâmega e Sousa;48610;509793002;BTRUST LDA ;973321;https://www.base.gov.pt/Base4/pt/resultados/?type=doc_documentos&id=2466383&ext=.pdf
577;Concurso público;05-03-2026;False;PROCEDIMENTO N.º 717/2025 PARA A AQUISIÇÃO DE SERVIÇOS DE LIMPEZA, INCLUINDO O FORNECIMENTO DE CONSUMÍVEIS PARA AS UNIDADE DE SAÚDE MUNICIPAIS, PELO PRAZO DE 36 MESES;2.132.883,00 €;27-02-2026;13835292;Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[{'description': 'contrato_limpeza.pdf', 'id': 2466382}];[];;;;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/OTI4NTU5;False;Não aplicável;419573;[];Principal;Serviços de limpeza;2132883.0 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;1096 dias;False;Portugal;False;90910000-9;False;;;False;Aquisição de serviços;PROCEDIMENTO N.º 717/2025 PARA A AQUISIÇÃO DE SERVIÇOS DE LIMPEZA, INCLUINDO O FORNECIMENTO DE CONSUMÍVEIS PARA AS UNIDADE DE SAÚDE MUNICIPAIS, PELO PRAZO DE 36 MESES;505387131;Município da Maia;175;502117281;IBERLIM - HIGIENE E SUSTENTABILIDADE AMBIENTAL, S.A.;16951;https://www.base.gov.pt/Base4/pt/resultados/?type=doc_documentos&id=2466382&ext=.pdf
578;Ao abrigo de acordo-quadro (art.º 259.º);05-03-2026;False;2026/0059- Aquisição ao abrigo de vários acordo(s)-quadro no âmbito da Agregação Centralizada Medicamentos 2026;71.669,26 €;22-01-2026;13835281;Artigo 259.º do Código dos Contratos Públicos;;;;6677696;491/2023 - Concurso público internacional para formação do acordo quadro de medicamentos do foro oncológico e imunomoduladores;False;[];[];;;;https://community.vortal.biz/Public/public-tender-documents/a3dUekxKRVVneGkrVDJxZ1BnUU5OeGM2VmtXZzJSUkRsWVQ4L0J6eUl3eGlhWGVJeFlXYTFpMHdRbHQvWmZGQ3R4d1RSNmN5WCtRTW1wVmRuemM2MXc9PUsqOHhR;False;Não aplicável;-1;[{'nif': '500230366', 'description': 'PIERRE FABRE MEDICAMENT PORTUG', 'id': 35905}, {'nif': '502942240', 'description': 'AstraZeneca - Produtos Farmacêuticos, Lda.', 'id': 924}, {'nif': '510229050', 'description': 'ABBVIE,LDA', 'id': 329440}, {'nif': '500043256', 'description': 'BAYER PORTUGAL, SA.', 'id': 1098}];Principal;Produtos farmacêuticos;71669.26 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;365 dias;False;Portugal, Santarém, Tomar;True;33600000-6;False;Artigo 95.º, n.º 1, b), locação ou de aquisição de bens móveis ou aquisição de serviços ao abrigo de um contrato público de aprovisionamento;;False;Aquisição de bens móveis;2026/0059- Aquisição ao abrigo de vários acordo(s)-quadro no âmbito  da Agregação Centralizada Medicamentos 2026;506361608;Unidade Local de Saúde do Médio Tejo, E. P. E.;72970;510229050;Abbvie, Lda;329440;
579;Contratação excluída II;05-03-2026;False;Aquisição de Serviços de Estomatologia [Quociente Didáctico];54.116,50 €;28-12-2025;13835256;artigo 6.º-A n.º 1 do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[{'description': 'Contrato Estomatologia.pdf', 'id': 2466381}];[];;;;;False;Não aplicável;-1;[{'nif': '518085139', 'description': 'Quociente Didático, Lda', 'id': 5556664}];Principal;Serviços de medicina dentária e serviços conexos;54116.5 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;365 dias;False;Portugal, Aveiro, Aveiro;False;85130000-9;False;;;False;Aquisição de serviços;Aquisição de Serviços de Estomatologia;510123210;Unidade Local de Saúde da Região de Aveiro, E. P. E.;315942;518085139;Quociente Didático, Lda;5556664;https://www.base.gov.pt/Base4/pt/resultados/?type=doc_documentos&id=2466381&ext=.pdf
580;Consulta Prévia;05-03-2026;False;Aquisição, por lotes, de materiais para a reparação e manutenção do edifício da Escola Profissional de Trancoso;1.798,92 €;09-02-2026;13835134;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[];[];;;;;False;Não aplicável;-1;[{'nif': '500240000', 'description': 'Santiago & C.A., Lda', 'id': 254066}, {'nif': '502081619', 'description': 'Paviléctrica - Material de Construção e Elétrico', 'id': 241579}, {'nif': '509179754', 'description': 'Ligação Corrente Material Electrico Lda', 'id': 192361}];Principal;Outras obras de acabamento de edifícios;1798.92 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;364 dias;False;Portugal, Guarda, Trancoso;False;45450000-6;False;Artigo 95.º, n.º 1, a), contrato de locação ou de aquisição de bens móveis ou de aquisição de serviços cujo preço contratual não excede 10.000,00 € e para Região Autónoma da Madeira um coeficiente de 1,45 €;;False;Aquisição de bens móveis;Aquisição, por lotes, de materiais para a reparação e manutenção do edifício da Escola Profissional de Trancoso;504593447;Associação Promotora do Ensino Profissional da Beira Transmontana - Escola Profissional de Trancoso;355392;500240000;Santiago & C.A., Lda;254066;
581;Ao abrigo de acordo-quadro (art.º 259.º);05-03-2026;False;Procedimento agregado ao abrigo do lote 3 do acordo quadro para o fornecimento de gás natural em regime de mercado livre para Portugal Continental;64.900,00 €;21-01-2026;13834936;Artigo 259.º do Código dos Contratos Públicos;;;;6586598;"Acordo Quadro para o fornecimento de gás natural em regime de mercado livre para Portugal Continental";False;[{'description': 'Contrato Base.pdf', 'id': 2466379}];[];;;;https://plataforma-sncp.espap.gov.pt/espap/faces/app/acessoDocs.jsp?codigoAcesso=twiSRvpVwuqG55EadOmlAqouTAmnSGVAeSmXuP5Ucp3uXildqF;False;Não aplicável;-1;[{'nif': '980245974', 'description': 'Endesa Energia, S.A. - Sucursal Portugal', 'id': 154832}, {'nif': '507857542', 'description': 'GOLD ENERGY - COMERCIALIZADORA DE ENERGIA, S.A.', 'id': 193211}, {'nif': '500697370', 'description': ' Petrogal, S.A.', 'id': 583}, {'nif': '503504564', 'description': 'EDP Comercial, SA', 'id': 13169}];Principal;Gás natural;64900.0 € ;False;False;;;True;;Código dos Contratos Públicos ( DL 111-B/2017 );365 dias;False;Portugal;True;09123000-7;False;;;False;Aquisição de bens móveis;Procedimento agregado ao abrigo do lote 3 do acordo quadro para o fornecimento de gás natural em regime de mercado livre para Portugal Continental;600011712;Polícia Judiciária;11933;500697370;Petrogal, S.A.;583;https://www.base.gov.pt/Base4/pt/resultados/?type=doc_documentos&id=2466379&ext=.pdf
582;Consulta Prévia;05-03-2026;False;Fornecimento de equipamento hospitalar;76.252,40 €;04-03-2026;13834929;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos e artigo 4.º, nº 1 do DLR nº 34/2008/M, de 14.08 (DLR n.º 6/2018/M);;;;Não aplicável.;Não aplicável.;False;[{'description': 'Contrato Publicar.pdf', 'id': 2466380}];[];;;;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/MTA0NzczNQ;False;Não aplicável;-1;[{'nif': '513393048', 'description': 'M. Ribeiro', 'id': 742132}, {'nif': '513288546', 'description': 'AJUDOBRIGATÓRIA, UNIPESSOAL, LDA.', 'id': 849534}, {'nif': '511078102', 'description': 'MARKPURE-COM RET ART MED ORTOPEDICOS,LDA', 'id': 11474}];Principal;Camas de hospital;76252.4 € ;False;False;;;True;;Código dos Contratos Públicos (DL 111-B/2017) e Lei n.º 30/2021, de 21.05 e DLR nº 34/2008/M, de 14.08 (DLR n.º 6/2018/M);90 dias;False;Portugal;False;33192120-9;False;;;False;Aquisição de bens móveis;Fornecimento de equipamento hospitalar;500927731;Instituto São João de Deus;77863;511078102;Markpure Lda.;11474;https://www.base.gov.pt/Base4/pt/resultados/?type=doc_documentos&id=2466380&ext=.pdf
583;Concurso público;05-03-2026;False;Aquisição e Instalação de Gruas Eletro-Hidráulicas;86.399,00 €;25-02-2026;13834861;Artigo 20.º, alínea b) do Decreto Legislativo Regional n.º 27/2015/A, de 29.12;;;;Não aplicável.;Não aplicável.;False;[{'description': 'Contrato_Lote 4_rasurado.pdf', 'id': 2466378}];[];;;;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/OTkxOTI0;False;Não aplicável;428051;[{'nif': '512076219', 'description': 'Pedro Leonardes Unipessoal, Lda', 'id': 810633}, {'nif': '512059128', 'description': 'J. Aurora - Equipamentos Industriais, Lda', 'id': 139905}];Principal;Gruas de cais;86399.0 € ;False;False;;;True;;DLR n.º 27/2015/A, de 29.12;90 dias;False;Portugal, Região Autónoma dos Açores, Santa Cruz da Graciosa;False;42414120-8;False;;;False;Aquisição de bens móveis;Aquisição e Instalação de Gruas Eletro-Hidráulicas;512013322;Lotaçor - Serviço de Lotas dos Açores, SA;24180;512076219;Pedro Leonardes Unipessoal, Lda;810633;https://www.base.gov.pt/Base4/pt/resultados/?type=doc_documentos&id=2466378&ext=.pdf
584;Ajuste Direto Regime Geral;05-03-2026;False;98009826 Reparação de Adaptador Jacob, Mara Depuy Synthes;921,00 €;25-02-2026;13834839;Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[];[];;;;;False;Não aplicável;-1;[];Principal;Serviços de reparação e manutenção;921.0 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;29 dias;False;Portugal, Setúbal, Almada;False;50000000-5;False;Artigo 95.º, n.º 2, c), por motivos de urgência imperiosa resultante de acontecimentos imprevisíveis pela entidade, é necessário dar imediata execução ao contrato;;True;Aquisição de serviços;98009826 Reparação de Adaptador Jacob, Mara Depuy Synthes;506361470;Unidade Local de Saúde de Almada-Seixal, EPE;70659;500153370;JOHNSON & JOHNSON LDA;1132;
585;Ao abrigo de acordo-quadro (art.º 259.º);05-03-2026;False;Aquisição de Medicamentos do Aparelho Digestivo ;2.251,95 €;12-12-2025;13834582;Artigo 259.º do Código dos Contratos Públicos;;;;7483748;1367/2025 - Acordo quadro de medicamentos do aparelho digestivo;False;[];[];;;;https://community.vortal.biz/Public/public-tender-documents/bHJJVFBVNnpwYWsxUzhKZXlicmJCQzU4NUs5NkhHL0FmZWx0dHdhYTN6aEdza0FMV0ZBUjJnaERQeEVhVHhQZlR2dTRuT1hXUTlWOURpSHY3Vkw0Rnc9PWtnI3Fa;False;Não aplicável;-1;[];Principal;Produtos farmacêuticos;2251.95 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;365 dias;False;Portugal, Santarém, Tomar;False;33600000-6;False;Artigo 95.º, n.º 1, b), locação ou de aquisição de bens móveis ou aquisição de serviços ao abrigo de um contrato público de aprovisionamento;;False;Aquisição de bens móveis;Aquisição de Medicamentos do Aparelho Digestivo ;506361608;Unidade Local de Saúde do Médio Tejo, EPE;72970;500492867;Jaba Recordati, S.A;1120;
586;Ajuste Direto Regime Geral;05-03-2026;False;P055/2026 - Depressão Kristin -  Prestação de serviços de limpeza e desobstrução de estradas nas freguesias de Fátima, Atouguia, Matas, Espite, Gondemaria e Olival (13478/2026);12.575,00 €;26-02-2026;13834554;Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[];[];;;;;False;Não aplicável;-1;[];Principal;Serviços de reparação e manutenção;12575.0 € ;False;False;;;True;;Código dos Contratos Públicos ( DL 111-B/2017 );7 dias;False;Portugal, Santarém, Ourém<BR/>Portugal, Santarém, Ourém<BR/>Portugal, Santarém, Ourém;False;50000000-5;False;Artigo 95.º, n.º 2, c), por motivos de urgência imperiosa resultante de acontecimentos imprevisíveis pela entidade, é necessário dar imediata execução ao contrato;;True;Aquisição de serviços;P055/2026 - Depressão Kristin -  Prestação de serviços de limpeza e desobstrução de estradas nas freguesias de Fátima, Atouguia, Matas, Espite, Gondemaria e Olival ;501280740;Município de Ourém;1284;502230010;CMR - Construções Martins & Reis , Lda;10590;
587;Ajuste Direto Regime Geral;05-03-2026;False;Fornecimento de gás natural para a ULS de Trás-os-Montes e Alto Douro, E.P.E.;495.000,00 €;03-03-2026;13834505;Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[{'description': 'AD 173-2026 Contrato_Petrogal.pdf', 'id': 2466377}];[];;;;https://community.vortal.biz/Public/public-tender-documents/dUYrMmVrRzRiY3lNUFBlTlRkNXNmWFJEckxtVXl1RWRQby9UVUNISmF4VlFlOGdWaUUvR2pNSHFjWW5vRW9iUXBaWDJicHc3SXZXeVZIK2g2R0JPOFE9PXV5WGRW;False;Não aplicável;-1;[];Principal;Gás natural;495000.0 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;60 dias;False;Portugal, Vila Real, Vila Real;False;09123000-7;False;;;False;Aquisição de bens móveis;AD 0173-2026 Fornecimento de gás natural para a ULS de Trás-os-Montes e Alto Douro, E.P.E.;508100496;Unidade Local de Saúde de Trás-os-Montes e Alto Douro, E. P. E.;74305;500697370;PETROGAL, S.A.;5001658;https://www.base.gov.pt/Base4/pt/resultados/?type=doc_documentos&id=2466377&ext=.pdf
588;Concurso público;05-03-2026;False;12025525 - Material para cirurgia da retina, agulhas, cânulas e facas para oftalmologia;71.079,18 €;06-11-2025;13834463;Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[{'description': '12025525 -ALCON_Redacted.pdf', 'id': 2466376}];[];;;;https://community.vortal.biz/Public/public-tender-documents/MnRyZUplM3RCQmhOQm9LRXZEMEo3QVo5b2dhMitXZkZlamZOSlhqY3ArQ2dlV3NiUm85TW9LZkMwZS8reUNDVTFWQTl4WGNvRWlBRmJvLzFpZ3VuY3c9PU5JMHkp;False;Não aplicável;423471;[];Principal;Equipamento médico;71079.18 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;121 dias;False;Portugal, Lisboa, Lisboa;False;33100000-1;False;;;False;Aquisição de bens móveis;12025525 - Material para cirurgia da retina, agulhas, cânulas e facas para oftalmologia;508080142;Unidade Local de Saúde de São José, E. P. E.;41882;501251685;ALCON PORTUGAL- PRODUTOS E EQUIPAMENTOS OFTALMOLOGICOS, LDA.;3584;https://www.base.gov.pt/Base4/pt/resultados/?type=doc_documentos&id=2466376&ext=.pdf
589;Ajuste Direto Regime Geral;05-03-2026;False;Aquisição de serviços de alimentação em sistema diferido ;630.000,00 €;26-02-2026;13834426;Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[];[];;;;;False;Não aplicável;-1;[];Principal;Serviços de hotelaria, restauração e comércio a retalho;630000.0 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;91 dias;False;Portugal, Leiria, Leiria;False;55000000-0;False;Artigo 95.º, n.º 2, c), por motivos de urgência imperiosa resultante de acontecimentos imprevisíveis pela entidade, é necessário dar imediata execução ao contrato;;True;Aquisição de serviços;Aquisição de Serviços de alimentação em sistema diferido;509822932;Unidade Local de Saúde da Região de Leiria, EPE;248545;501323325;Uniself - Sociedade de Restaurantes Públicos e Privados, S.A.;834;
590;Ajuste Direto Regime Geral;05-03-2026;False;Assistência Técnica e Manutenção de Equipamentos de Hotelaria;12.498,00 €;10-02-2026;13834360;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[{'description': 'equipamento hoteleiro.pdf', 'id': 2466375}];[];;;;https://community.vortal.biz/Public/public-tender-documents/YW9hV2NTdXRLQ0E5cjBMUjU2UmZTM1k0MzFmSC8rajQrbjFiVE4yMUZwclNwa1NUNlUxOEVDOGE5Nzl3Zi9jelhPbm9NeEprblZzSy91NFBsL0ZoNUE9PVRKSnpv;True;Não aplicável;-1;[];Principal;Serviços de reparação e manutenção de equipamento para hotelaria e restauração;12498.0 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;365 dias;False;Portugal, Santarém, Tomar;False;50880000-7;False;;;False;Aquisição de serviços;Assistência Técnica e Manutenção de Equipamentos de Hotelaria;506361608;Unidade Local de Saúde do Médio Tejo, EPE;72970;501392416;Abranfrio Equipamentos Hoteleiros, Lda;51919;https://www.base.gov.pt/Base4/pt/resultados/?type=doc_documentos&id=2466375&ext=.pdf
591;Ajuste Direto Regime Geral;05-03-2026;False;Fornecimento de Material de Papelaria e Economato;13.972,66 €;30-01-2026;13834197;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[{'description': 'Contrato_MPE_AJD 01_2026.pdf', 'id': 2466374}];[];;;;;False;Não aplicável;-1;[];Principal;Serviços públicos - Artigos de escritório;13972.66 € ;False;False;;;True;;Código dos Contratos Públicos ( DL 111-B/2017 );351 dias;False;Portugal, Lisboa, Loures;False;65000000-3;False;;;False;Aquisição de serviços;Fornecimento de Material de Papelaria e Economato, destinado às papelarias da Escola Básica 2,3 Maria Veleda e Escola Secundária de José Afonso, Loures;600079929;Agrupamento de Escolas José Afonso, Loures;23660;516621394;Escritopaper - Unipessoal Lda;4449502;https://www.base.gov.pt/Base4/pt/resultados/?type=doc_documentos&id=2466374&ext=.pdf
592;Ao abrigo de acordo-quadro (art.º 259.º);05-03-2026;False;Procedimento agregado ao abrigo dos lotes 1 e 2 do acordo quadro para o fornecimento de combustíveis rodoviários em Portugal Continental;270.620,00 €;04-02-2026;13834181;Artigo 259.º do Código dos Contratos Públicos;;;;6214791;Acordo quadro de fornecimento de combustíveis rodoviários em Portugal Continental;False;[{'description': 'Contrato Base Gov.pdf', 'id': 2466373}];[];;;;https://plataforma-sncp.espap.gov.pt/espap/faces/app/acessoDocs.jsp?codigoAcesso=jkyTV7ZoqC15rHPyeM2UEPfcF2QaVSW3HZgvTdhX1yltooX09Z;False;Não aplicável;-1;[{'nif': '980622212', 'description': 'B2 MOBILITY, GMBH', 'id': 4127030}, {'nif': '500697370', 'description': ' Petrogal, S.A.', 'id': 583}, {'nif': '500246963', 'description': 'REPSOL PORTUGUESA, LDA', 'id': 57}, {'nif': '500194670', 'description': 'BP PORTUGAL - Comércio de Combustíveis e Lubrificantes, S. A.', 'id': 125}];Principal;Petróleo e destilados;270620.0 € ;False;False;;;True;;Código dos Contratos Públicos ( DL 111-B/2017 );365 dias;False;Portugal;True;09130000-9;False;;;False;Aquisição de bens móveis;Procedimento agregado ao abrigo dos lotes 1 e 2 do acordo quadro para o fornecimento de combustíveis rodoviários em Portugal Continental;501442600;Instituto do Emprego e da Formação Profissional, IP;112;500697370;Petrogal, SA;583;https://www.base.gov.pt/Base4/pt/resultados/?type=doc_documentos&id=2466373&ext=.pdf
